Time,user 1,user 2,user 3,user 4,user 5,user 6,user 7,user 8,user 9,PV
4552,0.078,0.152,0.108,0.26,0.104,0.074,0.667,0.362,0.093,0.328
4553,0.078,0.137,0.038,0.174,0.11,0.087,0.461,0.225,0.094,0.169
4554,0.113,0.127,0.045,0.437,0.098,0.083,0.394,0.453,0.096,0.054
4555,0.073,0.123,0.134,0.144,0.036,0.399,0.424,0.368,0.098,0.002
4556,0.073,0.077,0.133,0.135,0.042,0.768,0.321,0.263,0.111,0
4557,0.073,0.455,0.13,0.173,0.031,0.175,0.359,0.084,0.107,0
4558,0.073,0.549,0.065,0.206,0.032,0.245,0.273,0.064,0.111,0
4559,0.08,0.211,0.037,0.179,0.031,0.212,0.299,0.071,0.108,0
4560,0.084,0.231,0.082,0.168,0.036,0.133,0.425,0.074,0.104,0
4561,0.297,0.107,0.133,0.156,0.033,0.107,0.389,0.075,0.106,0
4562,0.127,0.057,0.132,0.157,0.039,0.105,0.326,0.083,0.107,0
4563,0.12,0.094,0.119,0.156,0.201,0.093,0.351,0.098,0.109,0
4564,0.102,0.105,0.037,0.146,0.188,0.107,0.329,0.063,0.112,0
4565,0.099,0.062,0.037,0.145,0.047,0.104,0.262,0.078,0.111,0.029
4566,0.092,0.083,0.121,0.143,0.035,0.11,0.324,0.077,0.111,0.110
4567,0.085,0.193,0.134,0.138,0.042,0.111,0.27,0.056,0.108,0.247
4568,0.085,0.158,0.132,0.157,0.029,0.108,0.298,0.063,0.099,0.354
4569,0.084,0.235,0.059,0.121,0.04,0.341,0.322,0.105,0.099,0.380
4570,0.083,0.123,0.038,0.148,0.03,0.275,0.737,0.163,0.103,0.390
4571,0.084,0.105,0.086,0.155,0.033,0.133,0.75,0.941,0.102,0.392
4572,0.083,0.12,0.136,0.153,0.071,0.108,0.312,0.088,0.102,0.320
4573,0.182,0.097,0.133,0.155,0.034,0.1,0.315,0.084,0.098,0.264
4574,0.193,0.132,0.103,0.147,0.031,0.105,0.42,0.065,0.102,0.306
4575,0.081,0.248,0.039,0.249,0.035,0.088,1.318,0.063,0.104,0.206
4576,0.083,0.194,0.046,0.548,0.03,0.094,0.363,0.077,0.098,0.051
4577,0.086,0.221,0.14,0.19,0.047,0.096,0.361,0.075,0.097,0.100
4578,0.088,0.213,0.132,0.456,0.105,0.086,0.45,0.062,0.101,0.060
4579,0.088,0.222,0.131,0.225,0.103,0.09,0.289,0.055,0.109,0.003
4580,0.087,0.063,0.07,0.174,0.045,0.096,1.678,0.13,0.112,0
4581,0.087,0.133,0.036,0.227,0.053,0.095,0.677,0.085,0.109,0
4582,0.127,0.868,0.074,0.307,0.156,0.094,0.413,0.077,0.107,0
4583,0.121,0.784,0.137,0.211,0.191,0.358,0.525,0.133,0.106,0
4584,0.145,0.425,0.131,0.199,0.033,0.485,0.487,0.137,0.104,0
4585,0.108,0.118,0.122,0.194,0.18,0.494,0.457,0.131,0.097,0
4586,0.118,0.112,0.037,0.186,0.184,0.103,0.422,0.085,0.099,0
4587,0.094,0.076,0.037,0.167,0.184,0.111,0.348,0.073,0.103,0
4588,0.121,0.064,0.114,0.17,0.062,0.095,0.342,0.057,0.105,0
4589,0.118,0.113,0.134,0.156,0.044,0.105,0.268,0.066,0.112,0.028
4590,0.098,0.094,0.131,0.175,0.033,0.1,0.325,0.078,0.11,0.124
4591,0.119,0.076,0.074,0.14,0.031,0.1,0.317,0.063,0.111,0.306
4592,0.111,0.128,0.038,0.193,0.037,0.106,0.352,0.079,0.107,0.502
4593,0.959,0.244,0.058,0.136,0.039,0.101,0.337,0.166,0.101,0.633
4594,0.144,0.076,0.132,0.142,0.033,0.351,0.37,0.368,0.098,0.683
4595,0.075,0.057,0.133,0.177,0.044,0.18,0.386,0.279,0.103,0.698
4596,0.091,0.097,0.132,0.136,0.037,0.122,0.32,0.471,0.101,0.589
4597,0.084,0.11,0.041,0.142,0.026,0.137,0.359,0.22,0.103,0.680
4598,0.067,0.095,0.038,0.153,0.027,0.21,0.309,0.31,0.101,0.548
4599,0.079,0.205,0.101,0.175,0.033,0.142,0.298,0.189,0.098,0.285
4600,0.091,0.169,0.135,0.338,0.033,0.089,0.355,0.075,0.091,0.142
4601,0.08,0.159,0.133,0.496,0.026,0.081,0.323,0.446,0.089,0.128
4602,0.065,0.063,0.096,0.206,0.026,0.08,0.396,0.207,0.094,0.050
4603,0.085,0.088,0.037,0.582,0.038,0.074,0.314,0.401,0.095,0.001
4604,0.091,0.112,0.046,0.714,0.027,0.17,0.348,0.242,0.103,0
4605,0.074,0.089,0.253,0.174,0.025,0.211,0.411,1.302,0.11,0
4606,0.065,0.23,0.164,0.2,0.037,0.213,0.433,0.349,0.109,0
4607,0.091,0.264,0.128,0.26,0.029,0.186,0.576,0.213,0.107,0
4608,0.09,0.23,0.05,0.205,0.025,0.118,0.459,0.166,0.109,0
4609,0.067,0.156,0.037,0.185,0.032,0.093,0.459,0.222,0.103,0
4610,0.072,0.092,0.091,0.184,0.033,0.108,0.473,0.231,0.105,0
4611,0.089,0.108,0.134,0.179,0.026,0.082,0.379,0.349,0.109,0
4612,0.085,0.112,0.132,0.163,0.025,0.098,0.31,0.068,0.109,0
4613,0.065,0.112,0.091,0.184,0.026,0.087,0.332,0.073,0.112,0.036
4614,0.079,0.133,0.119,0.153,0.026,0.096,0.335,0.074,0.11,0.124
4615,0.088,0.07,0.098,0.163,0.026,0.082,0.283,0.075,0.104,0.257
4616,0.078,0.163,0.133,0.149,0.032,0.088,0.4,0.096,0.103,0.388
4617,0.062,0.195,0.134,0.143,0.025,0.089,0.29,0.183,0.095,0.482
4618,0.087,0.11,0.131,0.125,0.023,0.107,0.308,0.14,0.093,0.529
4619,0.09,0.078,0.049,0.267,0.035,0.133,0.747,0.128,0.094,0.551
4620,0.069,0.062,0.037,0.149,0.023,0.097,0.469,0.117,0.095,0.464
4621,0.069,0.099,0.097,0.149,0.035,0.073,0.327,1.612,0.1,0.409
4622,0.091,0.214,0.136,0.163,0.023,0.146,0.443,0.962,0.102,0.306
4623,0.084,0.16,0.131,0.328,0.035,0.097,1.229,0.268,0.101,0.293
4624,0.066,0.1,0.103,0.482,0.027,0.073,0.481,0.318,0.101,0.247
4625,0.08,0.149,0.037,0.26,0.027,0.09,0.825,0.341,0.095,0.148
4626,0.09,0.079,0.038,0.182,0.026,0.357,0.339,0.066,0.096,0.049
4627,0.078,0.093,0.129,0.185,0.027,0.087,0.426,0.073,0.103,0.001
4628,0.065,0.091,0.132,0.148,0.034,0.068,0.403,0.188,0.101,0
4629,0.084,0.207,0.128,0.152,0.026,0.206,0.391,0.233,0.1,0
4630,0.089,1.026,0.059,0.478,0.025,0.229,0.409,0.342,0.103,0
4631,0.075,0.61,0.037,0.614,0.03,0.208,0.574,1.067,0.098,0
4632,0.063,0.256,0.077,0.432,0.029,0.12,0.562,0.515,0.094,0
4633,0.089,0.116,0.133,0.172,0.029,0.101,0.519,0.197,0.089,0
4634,0.09,0.113,0.131,0.16,0.026,0.098,0.429,0.156,0.091,0
4635,0.069,0.111,0.108,0.153,0.025,0.081,0.31,0.077,0.097,0
4636,0.068,0.102,0.037,0.137,0.022,0.092,0.334,0.079,0.095,0
4637,0.088,0.051,0.037,0.137,0.03,0.08,0.351,0.06,0.098,0.033
4638,0.088,0.127,0.124,0.134,0.027,0.088,0.274,0.061,0.104,0.123
4639,0.066,0.131,0.132,0.192,0.023,0.076,0.483,0.074,0.1,0.307
4640,0.071,0.066,0.131,0.143,0.022,0.092,0.407,0.098,0.099,0.476
4641,0.087,0.227,0.057,0.191,0.024,0.08,0.278,0.154,0.095,0.597
4642,0.085,0.249,0.037,0.138,0.032,0.106,0.362,0.598,0.096,0.664
4643,0.075,0.12,0.077,0.192,0.024,0.563,0.352,0.303,0.103,0.612
4644,0.089,0.099,0.136,0.141,0.025,0.798,0.287,0.172,0.1,0.531
4645,0.103,0.074,0.133,0.138,0.032,0.194,0.353,0.067,0.1,0.456
4646,0.099,0.106,0.116,0.185,0.021,0.171,0.352,0.269,0.102,0.361
4647,0.081,0.08,0.038,0.244,0.036,0.154,0.292,0.476,0.1,0.298
4648,0.096,0.173,0.038,0.369,0.022,0.154,0.367,0.206,0.094,0.192
4649,0.105,0.227,0.123,0.394,0.035,0.071,0.393,0.463,0.092,0.128
4650,0.093,0.121,0.133,0.494,0.024,0.082,0.332,0.136,0.091,0.049
4651,0.079,0.107,0.131,0.18,0.034,0.087,0.376,0.064,0.105,0.001
4652,0.105,0.067,0.098,0.137,0.025,0.309,1.857,0.07,0.102,0
4653,0.099,0.096,0.037,0.144,0.026,0.189,0.52,0.172,0.102,0
4654,0.082,0.223,0.037,0.221,0.03,0.08,0.467,0.193,0.107,0
4655,0.073,0.244,0.132,0.62,0.03,0.126,0.582,0.374,0.107,0
4656,0.098,0.203,0.132,0.204,0.027,0.078,0.575,0.437,0.103,0
4657,0.097,0.097,0.13,0.165,0.026,0.094,0.509,0.086,0.104,0
4658,0.079,0.1,0.06,0.146,0.026,0.078,0.462,0.067,0.106,0
4659,0.077,0.114,0.038,0.139,0.025,0.089,0.388,0.066,0.109,0
4660,0.097,0.102,0.074,0.14,0.022,0.072,0.325,0.064,0.109,0
4661,0.095,0.05,0.134,0.138,0.027,0.091,0.272,0.07,0.109,0.029
4662,0.08,0.116,0.132,0.156,0.027,0.077,0.352,0.075,0.112,0.118
4663,0.075,0.178,0.104,0.159,0.026,0.093,0.33,0.078,0.104,0.313
4664,0.14,0.13,0.038,0.15,0.023,0.078,0.311,0.107,0.1,0.491
4665,0.111,0.11,0.038,0.136,0.023,0.111,0.321,0.15,0.102,0.627
4666,0.149,0.097,0.116,0.212,0.023,0.071,0.347,0.077,0.095,0.718
4667,0.081,0.095,0.135,0.146,0.026,0.08,0.305,0.075,0.095,0.763
4668,0.074,0.064,0.133,0.137,0.031,0.227,0.332,0.106,0.097,0.764
4669,0.083,0.101,0.072,0.368,0.023,0.083,0.33,0.334,0.094,0.723
4670,0.099,0.12,0.039,0.287,0.035,0.155,0.377,0.173,0.097,0.635
4671,0.097,0.11,0.068,0.339,0.022,0.166,0.313,0.932,0.094,0.513
4672,0.086,0.215,0.136,0.272,0.036,0.189,0.331,1.05,0.095,0.345
4673,0.082,0.114,0.134,0.167,0.022,0.215,0.374,0.144,0.103,0.164
4674,0.098,0.099,0.131,0.174,0.035,0.163,0.465,0.403,0.101,0.042
4675,0.099,0.048,0.04,0.157,0.027,0.241,0.399,0.134,0.114,0.001
4676,0.079,0.095,0.037,0.146,0.027,0.249,0.524,0.301,0.124,0
4677,0.164,0.406,0.106,0.191,0.027,0.194,0.945,0.254,0.13,0
4678,0.103,0.244,0.133,0.258,0.027,0.534,0.397,0.373,0.114,0
4679,0.201,0.268,0.193,0.218,0.034,0.509,0.388,0.424,0.121,0
4680,0.068,0.229,0.084,0.166,0.026,0.098,0.421,0.148,0.122,0
4681,0.069,0.169,0.037,0.156,0.026,0.099,0.469,0.076,0.111,0
4682,0.09,0.112,0.075,0.153,0.026,0.096,0.357,0.073,0.115,0
4683,0.146,0.076,0.132,0.167,0.035,0.083,0.362,0.08,0.112,0
4684,0.105,0.055,0.132,0.155,0.023,0.094,0.32,0.081,0.108,0
4685,0.11,0.107,0.129,0.138,0.023,0.083,0.332,0.08,0.117,0.032
4686,0.127,0.178,0.047,0.148,0.034,0.087,0.314,0.07,0.114,0.116
4687,0.108,0.156,0.037,0.15,0.023,0.097,0.337,0.066,0.114,0.231
4688,0.074,0.136,0.088,0.137,0.022,0.082,0.311,0.065,0.119,0.331
4689,0.109,0.062,0.16,0.148,0.031,0.095,0.366,0.298,0.121,0.401
4690,0.156,0.112,0.133,0.156,0.026,0.101,0.367,0.245,0.106,0.399
4691,0.077,0.109,0.177,0.142,0.024,0.153,0.358,0.097,0.103,0.325
4692,0.082,0.071,0.074,0.142,0.034,0.098,0.29,0.378,0.115,0.309
4693,0.107,0.06,0.055,0.134,0.023,0.069,0.349,0.164,0.107,0.276
4694,0.093,0.171,0.15,0.145,0.035,0.223,0.427,0.166,0.104,0.245
4695,0.08,0.207,0.15,0.656,0.026,0.096,0.865,0.205,0.106,0.211
4696,0.075,0.194,0.142,0.684,0.026,0.072,0.764,0.315,0.098,0.143
4697,0.091,0.204,0.132,0.164,0.027,0.083,0.345,0.334,0.103,0.079
4698,0.092,0.096,0.132,0.167,0.03,0.092,0.413,0.083,0.103,0.022
4699,0.088,0.108,0.132,0.714,0.03,0.096,0.414,0.215,0.219,0
4700,0.352,0.078,0.135,0.201,0.041,0.172,0.362,0.148,0.175,0
4701,0.211,0.174,0.131,0.177,0.025,0.481,0.449,0.185,0.111,0
4702,0.091,0.424,0.268,0.216,0.033,0.226,0.328,0.067,0.109,0
4703,0.125,0.268,0.117,0.15,0.033,0.093,0.347,0.069,0.112,0
4704,0.226,0.246,0.069,0.175,0.025,0.166,0.374,0.068,0.11,0
4705,0.407,0.114,0.094,0.174,0.029,0.116,0.36,0.07,0.11,0
4706,0.118,0.113,0.147,0.141,0.03,0.081,0.408,0.101,0.11,0
4707,0.096,0.095,0.14,0.145,0.03,0.094,0.283,0.071,0.11,0
4708,0.077,0.105,0.132,0.15,0.025,0.08,0.4,0.085,0.11,0
4709,0.1,0.112,0.08,0.162,0.025,0.096,0.298,0.075,0.113,0.006
4710,0.104,0.134,0.039,0.177,0.033,0.076,0.337,0.071,0.111,0.043
4711,0.085,0.108,0.063,0.153,0.023,0.091,0.307,0.071,0.104,0.184
4712,0.077,0.217,0.359,0.132,0.022,0.074,0.364,0.071,0.106,0.465
4713,0.125,0.437,0.138,0.152,0.03,0.37,0.581,0.082,0.098,0.619
4714,0.209,0.802,0.156,0.146,0.028,0.151,0.522,0.229,0.097,0.715
4715,0.228,0.561,0.151,0.146,0.024,0.092,0.387,0.205,0.094,0.755
4716,0.105,0.102,0.088,0.176,0.034,0.093,0.3,0.156,0.094,0.763
4717,0.126,0.094,0.038,0.152,0.023,0.105,0.368,0.382,0.099,0.726
4718,0.204,0.113,0.078,0.165,0.035,0.146,0.34,0.203,0.097,0.647
4719,0.144,0.207,0.194,0.284,0.026,0.094,0.474,0.317,0.097,0.532
4720,0.153,0.177,0.139,0.406,0.027,0.09,0.451,0.161,0.101,0.370
4721,0.167,0.212,0.133,0.246,0.029,0.082,0.412,0.331,0.1,0.184
4722,0.139,0.11,0.143,0.218,0.03,0.085,0.467,0.11,0.101,0.035
4723,0.069,0.113,0.264,0.535,0.031,0.134,0.411,0.154,0.103,0.001
4724,0.086,0.113,0.083,0.159,0.03,0.201,0.359,0.137,0.111,0
4725,0.091,0.393,0.037,0.17,0.04,0.222,0.403,0.089,0.839,0
4726,0.395,0.547,0.065,0.487,0.027,0.337,0.358,0.134,0.973,0
4727,0.455,0.219,0.14,0.648,0.034,0.105,0.292,0.094,0.262,0
4728,0.287,0.178,0.264,0.166,0.032,0.089,0.402,0.088,0.16,0
4729,0.274,0.126,0.132,0.148,0.025,0.097,0.366,0.088,0.12,0
4730,0.208,0.11,0.081,0.178,0.026,0.086,0.419,0.108,0.126,0
4731,0.251,0.097,0.039,0.167,0.031,0.095,0.327,0.117,0.117,0
4732,0.212,0.11,0.083,0.156,0.03,0.079,0.367,0.123,0.117,0
4733,0.223,0.113,0.137,0.155,0.026,0.113,0.316,0.073,0.106,0.023
4734,0.241,0.112,0.134,0.146,0.024,0.1,0.327,0.072,0.101,0.115
4735,0.222,0.091,0.133,0.17,0.034,0.097,0.331,0.069,0.102,0.318
4736,0.213,0.047,0.054,0.176,0.023,0.208,0.327,0.067,0.118,0.500
4737,0.225,0.128,0.054,0.149,0.026,0.477,0.364,0.069,0.629,0.638
4738,0.323,0.12,0.121,0.145,0.032,0.48,0.309,0.1,0.196,0.729
4739,0.087,0.112,0.157,0.135,0.024,0.082,0.347,0.143,0.155,0.772
4740,0.088,0.08,0.139,0.168,0.035,0.084,0.318,0.161,0.247,0.772
4741,0.088,0.051,0.138,0.314,0.026,0.082,0.401,0.14,0.119,0.733
4742,0.072,0.124,0.141,0.171,0.026,0.078,0.544,0.074,0.26,0.651
4743,0.067,0.31,0.666,0.187,0.03,0.085,0.455,0.07,0.662,0.526
4744,0.089,0.234,0.314,0.624,0.03,0.071,0.421,0.072,0.277,0.361
4745,0.09,0.238,0.389,0.253,0.031,0.087,0.603,0.068,0.281,0.173
4746,0.067,0.166,0.136,0.201,0.04,0.072,0.828,0.118,0.282,0.036
4747,0.07,0.142,0.132,0.462,0.027,0.083,0.56,0.158,0.202,0.001
4748,0.09,0.114,0.137,0.181,0.04,0.08,0.488,0.162,0.356,0
4749,0.086,0.257,0.13,0.248,0.026,0.075,0.37,0.126,1.127,0
4750,0.076,0.262,0.077,0.27,0.04,0.086,0.348,0.074,0.278,0
4751,0.8,0.2,0.039,0.214,0.027,0.395,0.368,0.072,0.293,0
4752,0.135,0.185,0.063,0.157,0.033,0.211,0.54,0.068,0.269,0
4753,0.085,0.13,0.136,0.176,0.032,0.11,0.562,0.189,0.263,0
4754,0.066,0.119,0.135,0.17,0.026,0.121,0.5,0.086,0.218,0
4755,0.075,0.115,0.133,0.15,0.032,0.095,0.406,0.068,0.201,0
4756,0.088,0.099,0.106,0.147,0.033,0.095,0.3,0.067,0.203,0
4757,0.083,0.108,0.039,0.158,0.026,0.097,0.309,0.076,0.2,0.033
4758,0.066,0.123,0.056,0.182,0.025,0.1,0.355,0.122,0.178,0.121
4759,0.076,0.118,0.138,0.163,0.03,0.094,0.357,0.089,0.206,0.295
4760,0.087,0.105,0.134,0.146,0.032,0.094,0.351,0.068,0.195,0.472
4761,0.082,0.416,0.133,0.145,0.027,0.091,0.357,0.15,0.327,0.601
4762,0.069,0.414,0.127,0.154,0.027,0.187,0.421,0.181,0.302,0.671
4763,0.08,0.122,0.039,0.779,0.029,0.185,0.372,0.489,0.243,0.716
4764,1.082,0.111,0.039,0.282,0.029,0.158,0.736,0.393,0.23,0.663
4765,0.189,0.112,0.139,0.177,0.031,0.207,0.921,0.646,0.27,0.551
4766,0.072,0.103,0.136,0.16,0.034,0.109,0.577,0.163,0.525,0.393
4767,0.07,0.632,0.134,0.219,0.035,0.163,0.536,0.19,0.493,0.223
4768,0.07,0.554,0.131,0.771,0.026,0.173,0.476,0.339,0.752,0.136
4769,0.107,0.618,0.127,1.383,0.038,0.082,0.46,0.641,0.751,0.078
4770,0.151,0.129,0.038,0.247,0.028,0.082,0.469,0.353,0.235,0.029
4771,0.116,0.114,0.039,0.392,0.025,0.12,0.466,0.168,0.262,0
4772,0.162,0.1,0.122,0.179,0.041,0.132,0.466,0.23,0.258,0
4773,0.114,0.144,0.135,0.198,0.025,0.149,0.501,0.227,0.474,0
4774,0.12,0.55,0.205,0.21,0.027,0.155,0.54,0.196,0.459,0
4775,0.124,0.527,0.13,0.205,0.032,0.195,1.276,0.35,0.257,0
4776,0.082,0.576,0.049,0.167,0.031,0.107,0.483,0.41,0.245,0
4777,0.076,0.105,0.037,0.178,0.025,0.098,0.45,0.09,0.21,0
4778,0.069,0.103,0.111,0.173,0.025,0.097,0.455,0.073,0.198,0
4779,0.067,0.116,0.135,0.145,0.024,0.091,0.427,0.069,0.174,0
4780,0.079,0.114,0.132,0.142,0.036,0.093,0.343,0.067,0.2,0
4781,0.082,0.106,0.127,0.139,0.022,0.094,0.279,0.066,0.18,0.033
4782,0.081,0.093,0.038,0.154,0.027,0.092,0.299,0.064,0.183,0.122
4783,0.079,0.155,0.037,0.178,0.03,0.162,0.364,0.066,0.242,0.278
4784,0.067,0.11,0.123,0.169,0.022,0.114,0.403,0.077,0.225,0.426
4785,0.068,0.11,0.137,0.149,0.027,0.122,0.29,0.142,0.54,0.481
4786,0.076,0.11,0.133,0.138,0.031,0.407,0.443,0.444,0.31,0.433
4787,0.081,0.065,0.113,0.138,0.023,0.147,0.344,0.346,0.179,0.430
4788,0.082,0.075,0.038,0.142,0.036,0.115,0.293,0.168,0.172,0.432
4789,0.082,0.1,0.047,0.172,0.023,0.169,0.38,0.125,0.243,0.376
4790,0.069,0.069,0.14,0.234,0.029,0.151,0.478,0.11,0.233,0.342
4791,0.069,0.091,0.136,0.561,0.031,0.193,0.436,0.107,0.26,0.283
4792,0.074,0.113,0.134,0.379,0.034,0.149,0.711,0.081,0.239,0.211
4793,0.082,0.1,0.131,0.484,0.034,0.273,0.94,0.444,0.214,0.115
4794,0.082,0.098,0.071,0.223,0.027,0.112,0.4,0.348,0.187,0.037
4795,0.08,0.104,0.037,0.312,0.039,0.09,0.359,0.111,0.195,0
4796,0.076,0.067,0.085,0.178,0.025,0.108,1.538,0.133,0.243,0
4797,0.07,0.089,0.135,0.213,0.04,0.341,0.785,0.208,0.48,0
4798,0.068,0.103,0.131,0.258,0.026,0.245,0.582,0.135,0.942,0
4799,0.079,0.098,0.129,0.273,0.032,0.541,0.579,0.142,0.416,0
4800,0.08,0.103,0.112,0.181,0.033,0.594,0.622,0.14,0.341,0
4801,0.081,0.067,0.037,0.158,0.025,0.113,0.507,0.127,0.238,0
4802,0.081,0.093,0.039,0.151,0.025,0.128,0.466,0.081,0.191,0
4803,0.075,0.106,0.136,0.157,0.032,0.104,0.435,0.076,0.207,0
4804,0.069,0.097,0.134,0.171,0.03,0.117,0.373,0.067,0.203,0
4805,0.069,0.108,0.131,0.155,0.028,0.104,0.383,0.065,0.199,0.030
4806,0.076,0.066,0.121,0.157,0.025,0.108,0.371,0.063,0.179,0.118
4807,0.08,0.082,0.038,0.162,0.022,0.098,0.303,0.065,0.233,0.298
4808,0.08,0.111,0.038,0.154,0.035,0.092,0.326,0.128,0.168,0.468
4809,0.081,0.083,0.132,0.162,0.023,0.134,0.354,0.169,0.186,0.591
4810,0.075,0.059,0.134,0.167,0.026,0.088,0.425,0.514,0.216,0.655
4811,0.07,0.101,0.133,0.152,0.032,0.097,0.359,0.374,0.402,0.627
4812,0.071,0.115,0.132,0.145,0.028,0.151,0.36,0.146,0.401,0.570
4813,0.074,0.112,0.084,0.153,0.027,0.216,0.396,0.072,0.392,0.448
4814,0.081,0.096,0.038,0.15,0.027,0.186,0.499,0.534,0.445,0.337
4815,0.081,0.057,0.075,0.543,0.028,0.165,0.393,0.44,0.42,0.270
4816,0.082,0.086,0.142,0.386,0.031,0.133,0.353,0.312,0.231,0.207
4817,0.082,0.116,0.134,0.299,0.029,0.091,0.365,0.358,0.429,0.118
4818,0.071,0.113,0.13,0.213,0.041,0.106,0.508,0.066,0.365,0.041
4819,0.07,0.097,0.13,0.166,0.026,0.083,0.86,0.097,0.344,0
4820,0.069,0.065,0.096,0.175,0.04,0.08,0.454,0.161,0.236,0
4821,0.082,0.082,0.038,0.176,0.027,0.152,0.665,0.216,0.454,0
4822,0.081,0.122,0.049,0.23,0.037,0.223,1.236,0.361,0.405,0
4823,0.081,0.204,0.134,0.222,0.028,0.751,1.259,0.217,0.346,0
4824,0.082,0.097,0.133,0.197,0.027,0.109,0.602,0.386,0.271,0
4825,0.072,0.092,0.131,0.195,0.038,0.098,0.552,0.078,0.215,0
4826,0.071,0.068,0.131,0.198,0.027,0.092,0.49,0.071,0.189,0
4827,0.07,0.104,0.047,0.196,0.026,0.092,0.439,0.068,0.199,0
4828,0.081,0.109,0.038,0.182,0.026,0.094,0.398,0.07,0.17,0
4829,0.081,0.097,0.109,0.18,0.03,0.096,0.391,0.073,0.2,0.026
4830,0.082,0.095,0.137,0.201,0.031,0.094,0.402,0.073,0.168,0.112
4831,0.08,0.067,0.132,0.192,0.026,0.102,0.384,0.072,0.237,0.284
4832,0.07,0.102,0.131,0.168,0.023,0.09,0.318,0.106,1.007,0.454
4833,0.069,0.113,0.045,0.191,0.036,0.11,0.343,0.37,0.554,0.593
4834,0.072,0.098,0.039,0.572,0.023,0.148,0.378,0.382,0.384,0.691
4835,0.081,0.107,0.113,0.667,0.036,0.115,0.489,0.234,0.205,0.739
4836,0.082,0.076,0.143,0.602,0.026,0.128,0.38,0.172,0.514,0.742
4837,0.083,0.072,0.135,0.197,0.034,0.184,0.431,0.244,0.311,0.695
4838,0.08,0.116,0.134,0.255,0.03,0.17,0.487,0.211,0.387,0.605
4839,0.071,0.052,0.132,0.253,0.028,0.178,0.525,1.118,0.428,0.466
4840,0.071,0.095,0.069,0.391,0.03,0.146,0.535,0.964,0.261,0.278
4841,0.075,0.09,0.157,0.202,0.035,0.091,0.492,0.252,0.213,0.132
4842,0.083,0.089,0.136,0.196,0.026,0.091,0.429,0.204,0.51,0.042
4843,0.082,0.089,0.137,0.138,0.04,0.266,0.386,0.172,0.291,0
4844,0.082,0.073,0.135,0.208,0.026,0.121,0.635,0.119,0.177,0
4845,0.092,0.102,0.132,0.288,0.04,0.161,1.643,0.21,0.489,0
4846,0.071,0.082,0.147,0.28,0.026,0.283,0.481,0.211,0.283,0
4847,0.072,0.119,0.21,0.189,0.035,0.175,0.462,0.161,0.3,0
4848,0.073,0.135,0.111,0.159,0.031,0.123,0.471,0.161,0.269,0
4849,0.083,0.1,0.069,0.197,0.025,0.103,0.424,0.079,0.238,0
4850,0.082,0.115,0.138,0.145,0.04,0.093,0.401,0.071,0.198,0
4851,0.082,0.115,0.134,0.152,0.026,0.106,0.419,0.071,0.199,0
4852,0.078,0.115,0.132,0.19,0.027,0.1,0.317,0.07,0.178,0
4853,0.071,0.107,0.13,0.146,0.038,0.094,0.267,0.068,0.187,0.027
4854,0.069,0.098,0.039,0.144,0.025,0.094,0.356,0.07,0.172,0.114
4855,0.075,0.068,0.04,0.193,0.026,0.092,0.351,0.074,0.183,0.297
4856,0.082,0.068,0.123,0.157,0.037,0.093,0.371,0.08,0.208,0.467
4857,0.082,0.118,0.153,0.135,0.028,0.09,0.334,0.144,0.189,0.598
4858,0.082,0.109,0.137,0.148,0.026,0.127,0.336,0.62,0.249,0.682
4859,0.074,0.098,0.139,0.173,0.04,0.135,0.382,0.604,0.607,0.725
4860,0.07,0.108,0.155,0.215,0.026,0.409,0.357,0.233,0.53,0.716
4861,0.069,0.09,0.102,0.143,0.032,0.29,0.334,0.073,0.262,0.631
4862,0.08,0.069,0.088,0.213,0.033,0.225,0.37,0.105,0.479,0.418
4863,0.084,0.1,0.069,0.195,0.026,0.134,0.643,0.115,0.267,0.222
4864,0.085,0.099,0.14,0.296,0.04,0.086,0.813,0.109,0.284,0.153
4865,0.082,0.11,0.135,0.704,0.025,0.082,0.584,0.073,0.23,0.104
4866,0.071,0.116,0.132,0.446,0.04,0.092,0.357,0.076,0.256,0.039
4867,0.071,0.117,0.13,0.459,0.025,0.083,0.358,0.187,0.233,0
4868,0.097,0.107,0.093,0.182,0.049,0.117,0.353,0.13,0.232,0
4869,0.185,0.057,0.038,0.161,0.042,0.236,0.529,0.094,0.917,0
4870,0.107,0.083,0.067,0.533,0.179,0.231,1.21,0.078,0.279,0
4871,0.089,0.318,0.135,0.723,0.18,0.217,0.366,0.067,0.232,0
4872,0.082,0.292,0.133,0.176,0.037,0.104,0.394,0.065,0.203,0
4873,0.079,0.195,0.13,0.187,0.081,0.097,0.413,0.069,0.207,0
4874,0.076,0.139,0.13,0.154,0.188,0.1,0.39,0.12,0.213,0
4875,0.076,0.09,0.11,0.145,0.136,0.084,0.406,0.082,0.171,0
4876,0.081,0.07,0.037,0.189,0.032,0.108,0.362,0.067,0.198,0
4877,0.085,0.114,0.047,0.156,0.041,0.09,0.299,0.066,0.175,0.024
4878,0.085,0.105,0.136,0.143,0.03,0.088,0.342,0.067,0.192,0.109
4879,0.088,0.101,0.135,0.175,0.026,0.096,0.346,0.067,0.176,0.296
4880,0.082,0.129,0.133,0.158,0.028,0.106,0.325,0.075,0.204,0.469
4881,0.083,0.175,0.137,0.138,0.029,0.425,0.418,0.107,0.304,0.602
